Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Daging Sapi Paha Belakang;29/06/2026;4500;140000;110000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Garam Halus;30/06/2026;4501;;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Garam Halus;29/06/2026;4501;;10000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Gula Pasir Curah;30/06/2026;4502;17500;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Gula Pasir Curah;29/06/2026;4502;17500;19000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyak Goreng Sawit Curah;30/06/2026;4503;;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyak Goreng Sawit Curah;29/06/2026;4503;;21000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4504;;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4504;;22500
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyakita;30/06/2026;4505;15700;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Minyakita;29/06/2026;4505;15700;15700
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Telur Ayam Ras;30/06/2026;4506;30000;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Telur Ayam Ras;29/06/2026;4506;30000;36000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Tepung Terigu;30/06/2026;4507;;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Tepung Terigu;29/06/2026;4507;;14000
5304;Nusa Tenggara Timur;Kab. Belu;Bawang Merah;30/06/2026;4508;41500;
5304;Nusa Tenggara Timur;Kab. Belu;Bawang Merah;29/06/2026;4508;41500;43333,33
5304;Nusa Tenggara Timur;Kab. Belu;Bawang Putih Honan;30/06/2026;4509;38000;
5304;Nusa Tenggara Timur;Kab. Belu;Bawang Putih Honan;29/06/2026;4509;38000;50000
5304;Nusa Tenggara Timur;Kab. Belu;Beras Medium;30/06/2026;4510;14000;
5304;Nusa Tenggara Timur;Kab. Belu;Beras Medium;29/06/2026;4510;14000;14000
5304;Nusa Tenggara Timur;Kab. Belu;Beras Premium;30/06/2026;4511;15400;
5304;Nusa Tenggara Timur;Kab. Belu;Beras Premium;29/06/2026;4511;15400;16500
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Merah Besar;30/06/2026;4512;;
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Merah Besar;29/06/2026;4512;;53333,33
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Merah Keriting;30/06/2026;4513;55000;
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Merah Keriting;29/06/2026;4513;55000;53333,33
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Rawit Merah;30/06/2026;4514;57000;
5304;Nusa Tenggara Timur;Kab. Belu;Cabai Rawit Merah;29/06/2026;4514;57000;63333,33
5304;Nusa Tenggara Timur;Kab. Belu;Daging Ayam Ras;30/06/2026;4515;40000;
5304;Nusa Tenggara Timur;Kab. Belu;Daging Ayam Ras;29/06/2026;4515;40000;50000
5304;Nusa Tenggara Timur;Kab. Belu;Daging Sapi Paha Belakang;30/06/2026;4516;140000;
5304;Nusa Tenggara Timur;Kab. Belu;Daging Sapi Paha Belakang;29/06/2026;4516;140000;120000
5304;Nusa Tenggara Timur;Kab. Belu;Garam Halus;30/06/2026;4517;;
5304;Nusa Tenggara Timur;Kab. Belu;Garam Halus;29/06/2026;4517;;12000
5304;Nusa Tenggara Timur;Kab. Belu;Gula Pasir Curah;30/06/2026;4518;17500;
5304;Nusa Tenggara Timur;Kab. Belu;Gula Pasir Curah;29/06/2026;4518;17500;19000
5304;Nusa Tenggara Timur;Kab. Belu;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4519;;
5304;Nusa Tenggara Timur;Kab. Belu;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4519;;25000
5304;Nusa Tenggara Timur;Kab. Belu;Telur Ayam Ras;30/06/2026;4520;30000;
5304;Nusa Tenggara Timur;Kab. Belu;Telur Ayam Ras;29/06/2026;4520;30000;32888,67
5304;Nusa Tenggara Timur;Kab. Belu;Tepung Terigu;30/06/2026;4521;;
5304;Nusa Tenggara Timur;Kab. Belu;Tepung Terigu;29/06/2026;4521;;14000
5305;Nusa Tenggara Timur;Kab. Alor;Bawang Merah;30/06/2026;4522;41500;
5305;Nusa Tenggara Timur;Kab. Alor;Bawang Merah;29/06/2026;4522;41500;45000
5305;Nusa Tenggara Timur;Kab. Alor;Bawang Putih Honan;30/06/2026;4523;38000;
5305;Nusa Tenggara Timur;Kab. Alor;Bawang Putih Honan;29/06/2026;4523;38000;45000
5305;Nusa Tenggara Timur;Kab. Alor;Beras Medium;30/06/2026;4524;14000;
5305;Nusa Tenggara Timur;Kab. Alor;Beras Medium;29/06/2026;4524;14000;14000
5305;Nusa Tenggara Timur;Kab. Alor;Beras Premium;30/06/2026;4525;15400;
5305;Nusa Tenggara Timur;Kab. Alor;Beras Premium;29/06/2026;4525;15400;15700
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Merah Besar;30/06/2026;4526;;
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Merah Besar;29/06/2026;4526;;76666,67
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Merah Keriting;30/06/2026;4527;55000;
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Merah Keriting;29/06/2026;4527;55000;73333,33
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Rawit Merah;30/06/2026;4528;57000;
5305;Nusa Tenggara Timur;Kab. Alor;Cabai Rawit Merah;29/06/2026;4528;57000;70000
5305;Nusa Tenggara Timur;Kab. Alor;Garam Halus;30/06/2026;4529;;
5305;Nusa Tenggara Timur;Kab. Alor;Garam Halus;29/06/2026;4529;;10000
5305;Nusa Tenggara Timur;Kab. Alor;Gula Pasir Curah;30/06/2026;4530;17500;
5305;Nusa Tenggara Timur;Kab. Alor;Gula Pasir Curah;29/06/2026;4530;17500;20000
5305;Nusa Tenggara Timur;Kab. Alor;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4531;;
5305;Nusa Tenggara Timur;Kab. Alor;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4531;;27666,67
5305;Nusa Tenggara Timur;Kab. Alor;Minyakita;30/06/2026;4532;15700;
5305;Nusa Tenggara Timur;Kab. Alor;Minyakita;29/06/2026;4532;15700;15700
5305;Nusa Tenggara Timur;Kab. Alor;Telur Ayam Ras;30/06/2026;4533;30000;
5305;Nusa Tenggara Timur;Kab. Alor;Telur Ayam Ras;29/06/2026;4533;30000;40000
5305;Nusa Tenggara Timur;Kab. Alor;Tepung Terigu;30/06/2026;4534;;
5305;Nusa Tenggara Timur;Kab. Alor;Tepung Terigu;29/06/2026;4534;;12000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Bawang Merah;30/06/2026;4535;41500;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Bawang Merah;29/06/2026;4535;41500;46666,67
5306;Nusa Tenggara Timur;Kab. Flores Timur;Bawang Putih Honan;30/06/2026;4536;38000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Bawang Putih Honan;29/06/2026;4536;38000;50000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Beras Medium;30/06/2026;4537;14000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Beras Medium;29/06/2026;4537;14000;13500
5306;Nusa Tenggara Timur;Kab. Flores Timur;Beras Premium;30/06/2026;4538;15400;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Beras Premium;29/06/2026;4538;15400;15666,67
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Merah Besar;30/06/2026;4539;;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Merah Besar;29/06/2026;4539;;56666,67
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Merah Keriting;30/06/2026;4540;55000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Merah Keriting;29/06/2026;4540;55000;60000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Rawit Merah;30/06/2026;4541;57000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Cabai Rawit Merah;29/06/2026;4541;57000;40000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Daging Ayam Ras;30/06/2026;4542;40000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Daging Ayam Ras;29/06/2026;4542;40000;46000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Daging Sapi Paha Belakang;30/06/2026;4543;140000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Daging Sapi Paha Belakang;29/06/2026;4543;140000;130000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Garam Halus;30/06/2026;4544;;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Garam Halus;29/06/2026;4544;;10000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Gula Pasir Curah;30/06/2026;4545;17500;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Gula Pasir Curah;29/06/2026;4545;17500;19000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4546;;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4546;;27000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Minyakita;30/06/2026;4547;15700;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Minyakita;29/06/2026;4547;15700;15700
5306;Nusa Tenggara Timur;Kab. Flores Timur;Telur Ayam Ras;30/06/2026;4548;30000;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Telur Ayam Ras;29/06/2026;4548;30000;30000
5306;Nusa Tenggara Timur;Kab. Flores Timur;Tepung Terigu;30/06/2026;4549;;
5306;Nusa Tenggara Timur;Kab. Flores Timur;Tepung Terigu;29/06/2026;4549;;12000
5307;Nusa Tenggara Timur;Kab. Sikka;Bawang Merah;30/06/2026;4550;41500;45000
5307;Nusa Tenggara Timur;Kab. Sikka;Bawang Merah;29/06/2026;4550;41500;45000
5307;Nusa Tenggara Timur;Kab. Sikka;Bawang Putih Honan;30/06/2026;4551;38000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Bawang Putih Honan;29/06/2026;4551;38000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Beras Medium;30/06/2026;4552;14000;14000
5307;Nusa Tenggara Timur;Kab. Sikka;Beras Medium;29/06/2026;4552;14000;14000
5307;Nusa Tenggara Timur;Kab. Sikka;Beras Premium;30/06/2026;4553;15400;16000
5307;Nusa Tenggara Timur;Kab. Sikka;Beras Premium;29/06/2026;4553;15400;16000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Merah Besar;30/06/2026;4554;;50000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Merah Besar;29/06/2026;4554;;50000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Merah Keriting;30/06/2026;4555;55000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Merah Keriting;29/06/2026;4555;55000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Rawit Merah;30/06/2026;4556;57000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Cabai Rawit Merah;29/06/2026;4556;57000;40000
5307;Nusa Tenggara Timur;Kab. Sikka;Daging Ayam Ras;30/06/2026;4557;40000;37375
5307;Nusa Tenggara Timur;Kab. Sikka;Daging Ayam Ras;29/06/2026;4557;40000;37374,33
5307;Nusa Tenggara Timur;Kab. Sikka;Daging Sapi Paha Belakang;30/06/2026;4558;140000;120000
5307;Nusa Tenggara Timur;Kab. Sikka;Daging Sapi Paha Belakang;29/06/2026;4558;140000;120000
5307;Nusa Tenggara Timur;Kab. Sikka;Garam Halus;30/06/2026;4559;;10000
5307;Nusa Tenggara Timur;Kab. Sikka;Garam Halus;29/06/2026;4559;;10000
5307;Nusa Tenggara Timur;Kab. Sikka;Gula Pasir Curah;30/06/2026;4560;17500;19000
5307;Nusa Tenggara Timur;Kab. Sikka;Gula Pasir Curah;29/06/2026;4560;17500;19000
5307;Nusa Tenggara Timur;Kab. Sikka;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4561;;23000
5307;Nusa Tenggara Timur;Kab. Sikka;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4561;;23000
5307;Nusa Tenggara Timur;Kab. Sikka;Minyakita;30/06/2026;4562;15700;15700
5307;Nusa Tenggara Timur;Kab. Sikka;Minyakita;29/06/2026;4562;15700;15700
5307;Nusa Tenggara Timur;Kab. Sikka;Telur Ayam Ras;30/06/2026;4563;30000;28000
5307;Nusa Tenggara Timur;Kab. Sikka;Telur Ayam Ras;29/06/2026;4563;30000;28000
5307;Nusa Tenggara Timur;Kab. Sikka;Tepung Terigu;30/06/2026;4564;;15000
5307;Nusa Tenggara Timur;Kab. Sikka;Tepung Terigu;29/06/2026;4564;;15000
5308;Nusa Tenggara Timur;Kab. Ende;Bawang Merah;30/06/2026;4565;41500;38333,33
5308;Nusa Tenggara Timur;Kab. Ende;Bawang Merah;29/06/2026;4565;41500;38333,33
5308;Nusa Tenggara Timur;Kab. Ende;Bawang Putih Honan;30/06/2026;4566;38000;41666,67
5308;Nusa Tenggara Timur;Kab. Ende;Bawang Putih Honan;29/06/2026;4566;38000;41666,67
5308;Nusa Tenggara Timur;Kab. Ende;Beras Medium;30/06/2026;4567;14000;13666,67
5308;Nusa Tenggara Timur;Kab. Ende;Beras Medium;29/06/2026;4567;14000;13666,67
5308;Nusa Tenggara Timur;Kab. Ende;Beras Premium;30/06/2026;4568;15400;15666,67
5308;Nusa Tenggara Timur;Kab. Ende;Beras Premium;29/06/2026;4568;15400;15666,67
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Merah Besar;30/06/2026;4569;;56666,67
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Merah Besar;29/06/2026;4569;;56666,67
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Merah Keriting;30/06/2026;4570;55000;38333,33
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Merah Keriting;29/06/2026;4570;55000;38333,33
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Rawit Merah;30/06/2026;4571;57000;58333,33
5308;Nusa Tenggara Timur;Kab. Ende;Cabai Rawit Merah;29/06/2026;4571;57000;58333,33
5308;Nusa Tenggara Timur;Kab. Ende;Daging Ayam Ras;30/06/2026;4572;40000;45000
5308;Nusa Tenggara Timur;Kab. Ende;Daging Ayam Ras;29/06/2026;4572;40000;45000
5308;Nusa Tenggara Timur;Kab. Ende;Daging Sapi Paha Belakang;30/06/2026;4573;140000;120000
5308;Nusa Tenggara Timur;Kab. Ende;Daging Sapi Paha Belakang;29/06/2026;4573;140000;120000
5308;Nusa Tenggara Timur;Kab. Ende;Garam Halus;30/06/2026;4574;;10000
5308;Nusa Tenggara Timur;Kab. Ende;Garam Halus;29/06/2026;4574;;10000
5308;Nusa Tenggara Timur;Kab. Ende;Gula Pasir Curah;30/06/2026;4575;17500;19333,33
5308;Nusa Tenggara Timur;Kab. Ende;Gula Pasir Curah;29/06/2026;4575;17500;19333,33
5308;Nusa Tenggara Timur;Kab. Ende;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4576;;28333,33
5308;Nusa Tenggara Timur;Kab. Ende;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4576;;28333,33
5308;Nusa Tenggara Timur;Kab. Ende;Minyakita;30/06/2026;4577;15700;15700
5308;Nusa Tenggara Timur;Kab. Ende;Minyakita;29/06/2026;4577;15700;15700
5308;Nusa Tenggara Timur;Kab. Ende;Telur Ayam Ras;30/06/2026;4578;30000;40000
5308;Nusa Tenggara Timur;Kab. Ende;Telur Ayam Ras;29/06/2026;4578;30000;40000
5308;Nusa Tenggara Timur;Kab. Ende;Tepung Terigu;30/06/2026;4579;;14000
5308;Nusa Tenggara Timur;Kab. Ende;Tepung Terigu;29/06/2026;4579;;14000
5309;Nusa Tenggara Timur;Kab. Ngada;Bawang Merah;30/06/2026;4580;41500;
5309;Nusa Tenggara Timur;Kab. Ngada;Bawang Merah;29/06/2026;4580;41500;50000
5309;Nusa Tenggara Timur;Kab. Ngada;Bawang Putih Honan;30/06/2026;4581;38000;
5309;Nusa Tenggara Timur;Kab. Ngada;Bawang Putih Honan;29/06/2026;4581;38000;50000
5309;Nusa Tenggara Timur;Kab. Ngada;Beras Medium;30/06/2026;4582;14000;
5309;Nusa Tenggara Timur;Kab. Ngada;Beras Medium;29/06/2026;4582;14000;13666,67
5309;Nusa Tenggara Timur;Kab. Ngada;Beras Premium;30/06/2026;4583;15400;
5309;Nusa Tenggara Timur;Kab. Ngada;Beras Premium;29/06/2026;4583;15400;14666,67
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Merah Besar;30/06/2026;4584;;
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Merah Besar;29/06/2026;4584;;90000
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Merah Keriting;30/06/2026;4585;55000;
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Merah Keriting;29/06/2026;4585;55000;60000
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Rawit Merah;30/06/2026;4586;57000;
5309;Nusa Tenggara Timur;Kab. Ngada;Cabai Rawit Merah;29/06/2026;4586;57000;70000
5309;Nusa Tenggara Timur;Kab. Ngada;Daging Ayam Ras;30/06/2026;4587;40000;
5309;Nusa Tenggara Timur;Kab. Ngada;Daging Ayam Ras;29/06/2026;4587;40000;37500
5309;Nusa Tenggara Timur;Kab. Ngada;Daging Sapi Paha Belakang;30/06/2026;4588;140000;
5309;Nusa Tenggara Timur;Kab. Ngada;Daging Sapi Paha Belakang;29/06/2026;4588;140000;110000
5309;Nusa Tenggara Timur;Kab. Ngada;Garam Halus;30/06/2026;4589;;
5309;Nusa Tenggara Timur;Kab. Ngada;Garam Halus;29/06/2026;4589;;10000
5309;Nusa Tenggara Timur;Kab. Ngada;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4590;;
5309;Nusa Tenggara Timur;Kab. Ngada;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4590;;25000
5309;Nusa Tenggara Timur;Kab. Ngada;Minyakita;30/06/2026;4591;15700;
5309;Nusa Tenggara Timur;Kab. Ngada;Minyakita;29/06/2026;4591;15700;15700
5309;Nusa Tenggara Timur;Kab. Ngada;Telur Ayam Ras;30/06/2026;4592;30000;
5309;Nusa Tenggara Timur;Kab. Ngada;Telur Ayam Ras;29/06/2026;4592;30000;32867
5309;Nusa Tenggara Timur;Kab. Ngada;Tepung Terigu;30/06/2026;4593;;
5309;Nusa Tenggara Timur;Kab. Ngada;Tepung Terigu;29/06/2026;4593;;15000
5310;Nusa Tenggara Timur;Kab. Manggarai;Bawang Merah;30/06/2026;4594;41500;35000
5310;Nusa Tenggara Timur;Kab. Manggarai;Bawang Merah;29/06/2026;4594;41500;35000
5310;Nusa Tenggara Timur;Kab. Manggarai;Bawang Putih Honan;30/06/2026;4595;38000;
5310;Nusa Tenggara Timur;Kab. Manggarai;Bawang Putih Honan;29/06/2026;4595;38000;41666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Beras Medium;30/06/2026;4596;14000;14000
5310;Nusa Tenggara Timur;Kab. Manggarai;Beras Medium;29/06/2026;4596;14000;14000
5310;Nusa Tenggara Timur;Kab. Manggarai;Beras Premium;30/06/2026;4597;15400;15000
5310;Nusa Tenggara Timur;Kab. Manggarai;Beras Premium;29/06/2026;4597;15400;15000
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Merah Besar;30/06/2026;4598;;76666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Merah Besar;29/06/2026;4598;;76666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Merah Keriting;30/06/2026;4599;55000;60000
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Merah Keriting;29/06/2026;4599;55000;60000
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Rawit Merah;30/06/2026;4600;57000;56666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Cabai Rawit Merah;29/06/2026;4600;57000;56666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Daging Ayam Ras;30/06/2026;4601;40000;29468,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Daging Ayam Ras;29/06/2026;4601;40000;29468,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Daging Sapi Paha Belakang;30/06/2026;4602;140000;125000
5310;Nusa Tenggara Timur;Kab. Manggarai;Daging Sapi Paha Belakang;29/06/2026;4602;140000;125000
5310;Nusa Tenggara Timur;Kab. Manggarai;Garam Halus;30/06/2026;4603;;
5310;Nusa Tenggara Timur;Kab. Manggarai;Garam Halus;29/06/2026;4603;;11333,33
5310;Nusa Tenggara Timur;Kab. Manggarai;Gula Pasir Curah;30/06/2026;4604;17500;19666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Gula Pasir Curah;29/06/2026;4604;17500;19666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4605;;26666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4605;;26666,67
5310;Nusa Tenggara Timur;Kab. Manggarai;Minyakita;30/06/2026;4606;15700;15700
5310;Nusa Tenggara Timur;Kab. Manggarai;Minyakita;29/06/2026;4606;15700;15700
5310;Nusa Tenggara Timur;Kab. Manggarai;Telur Ayam Ras;30/06/2026;4607;30000;32000
5310;Nusa Tenggara Timur;Kab. Manggarai;Telur Ayam Ras;29/06/2026;4607;30000;32000
5310;Nusa Tenggara Timur;Kab. Manggarai;Tepung Terigu;30/06/2026;4608;;15000
5310;Nusa Tenggara Timur;Kab. Manggarai;Tepung Terigu;29/06/2026;4608;;15000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Bawang Merah;30/06/2026;4609;41500;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Bawang Merah;29/06/2026;4609;41500;43333,33
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Bawang Putih Honan;30/06/2026;4610;38000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Bawang Putih Honan;29/06/2026;4610;38000;40000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Beras Medium;30/06/2026;4611;14000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Beras Medium;29/06/2026;4611;14000;13500
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Beras Premium;30/06/2026;4612;15400;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Beras Premium;29/06/2026;4612;15400;16500
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Merah Besar;30/06/2026;4613;;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Merah Besar;29/06/2026;4613;;80000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Merah Keriting;30/06/2026;4614;55000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Merah Keriting;29/06/2026;4614;55000;80000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Rawit Merah;30/06/2026;4615;57000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Cabai Rawit Merah;29/06/2026;4615;57000;70000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Daging Ayam Ras;30/06/2026;4616;40000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Daging Ayam Ras;29/06/2026;4616;40000;55000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Daging Sapi Paha Belakang;30/06/2026;4617;140000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Daging Sapi Paha Belakang;29/06/2026;4617;140000;125000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Garam Halus;30/06/2026;4618;;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Garam Halus;29/06/2026;4618;;12500
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Gula Pasir Curah;30/06/2026;4619;17500;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Gula Pasir Curah;29/06/2026;4619;17500;18000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Ikan Kembung;30/06/2026;4620;;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Ikan Kembung;29/06/2026;4620;;50000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4621;;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4621;;26333,33
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Minyakita;30/06/2026;4622;15700;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Minyakita;29/06/2026;4622;15700;15500
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Telur Ayam Ras;30/06/2026;4623;30000;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Telur Ayam Ras;29/06/2026;4623;30000;30000
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Tepung Terigu;30/06/2026;4624;;
5311;Nusa Tenggara Timur;Kab. Sumba Timur;Tepung Terigu;29/06/2026;4624;;13000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Bawang Merah;30/06/2026;4625;41500;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Bawang Merah;29/06/2026;4625;41500;45000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Bawang Putih Honan;30/06/2026;4626;38000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Bawang Putih Honan;29/06/2026;4626;38000;40000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Beras Medium;30/06/2026;4627;14000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Beras Medium;29/06/2026;4627;14000;14000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Beras Premium;30/06/2026;4628;15400;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Beras Premium;29/06/2026;4628;15400;17000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Merah Besar;30/06/2026;4629;;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Merah Besar;29/06/2026;4629;;70000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Merah Keriting;30/06/2026;4630;55000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Merah Keriting;29/06/2026;4630;55000;80000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Rawit Merah;30/06/2026;4631;57000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Cabai Rawit Merah;29/06/2026;4631;57000;80000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Daging Ayam Ras;30/06/2026;4632;40000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Daging Ayam Ras;29/06/2026;4632;40000;50000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Daging Sapi Paha Belakang;30/06/2026;4633;140000;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Daging Sapi Paha Belakang;29/06/2026;4633;140000;150000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Garam Halus;30/06/2026;4634;;
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Garam Halus;29/06/2026;4634;;15000
5312;Nusa Tenggara Timur;Kab. Sumba Barat;Gula Pasir Curah;30/06/2026;4635;17500;
