Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
5205;Nusa Tenggara Barat;Kab. Dompu;Bawang Putih Honan;30/06/2026;4367;38000;
5205;Nusa Tenggara Barat;Kab. Dompu;Bawang Putih Honan;29/06/2026;4367;38000;40000
5205;Nusa Tenggara Barat;Kab. Dompu;Beras Medium;30/06/2026;4368;13500;
5205;Nusa Tenggara Barat;Kab. Dompu;Beras Medium;29/06/2026;4368;13500;13500
5205;Nusa Tenggara Barat;Kab. Dompu;Beras Premium;30/06/2026;4369;14900;
5205;Nusa Tenggara Barat;Kab. Dompu;Beras Premium;29/06/2026;4369;14900;14900
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Merah Besar;30/06/2026;4370;;
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Merah Besar;29/06/2026;4370;;46666,67
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Merah Keriting;30/06/2026;4371;55000;
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Merah Keriting;29/06/2026;4371;55000;56666,67
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Rawit Merah;30/06/2026;4372;57000;
5205;Nusa Tenggara Barat;Kab. Dompu;Cabai Rawit Merah;29/06/2026;4372;57000;63333,33
5205;Nusa Tenggara Barat;Kab. Dompu;Daging Ayam Ras;30/06/2026;4373;40000;
5205;Nusa Tenggara Barat;Kab. Dompu;Daging Ayam Ras;29/06/2026;4373;40000;45000
5205;Nusa Tenggara Barat;Kab. Dompu;Garam Halus;30/06/2026;4374;;
5205;Nusa Tenggara Barat;Kab. Dompu;Garam Halus;29/06/2026;4374;;10000
5205;Nusa Tenggara Barat;Kab. Dompu;Gula Pasir Curah;30/06/2026;4375;17500;
5205;Nusa Tenggara Barat;Kab. Dompu;Gula Pasir Curah;29/06/2026;4375;17500;19000
5205;Nusa Tenggara Barat;Kab. Dompu;Minyak Goreng Sawit Curah;30/06/2026;4376;;
5205;Nusa Tenggara Barat;Kab. Dompu;Minyak Goreng Sawit Curah;29/06/2026;4376;;18000
5205;Nusa Tenggara Barat;Kab. Dompu;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4377;;
5205;Nusa Tenggara Barat;Kab. Dompu;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4377;;24000
5205;Nusa Tenggara Barat;Kab. Dompu;Minyakita;30/06/2026;4378;15700;
5205;Nusa Tenggara Barat;Kab. Dompu;Minyakita;29/06/2026;4378;15700;15700
5205;Nusa Tenggara Barat;Kab. Dompu;Telur Ayam Ras;30/06/2026;4379;30000;
5205;Nusa Tenggara Barat;Kab. Dompu;Telur Ayam Ras;29/06/2026;4379;30000;30000
5205;Nusa Tenggara Barat;Kab. Dompu;Tepung Terigu;30/06/2026;4380;;
5205;Nusa Tenggara Barat;Kab. Dompu;Tepung Terigu;29/06/2026;4380;;14000
5206;Nusa Tenggara Barat;Kab. Bima;Bawang Merah;30/06/2026;4381;41500;
5206;Nusa Tenggara Barat;Kab. Bima;Bawang Merah;29/06/2026;4381;41500;30000
5206;Nusa Tenggara Barat;Kab. Bima;Bawang Putih Honan;30/06/2026;4382;38000;
5206;Nusa Tenggara Barat;Kab. Bima;Bawang Putih Honan;29/06/2026;4382;38000;40000
5206;Nusa Tenggara Barat;Kab. Bima;Beras Medium;30/06/2026;4383;13500;
5206;Nusa Tenggara Barat;Kab. Bima;Beras Medium;29/06/2026;4383;13500;12000
5206;Nusa Tenggara Barat;Kab. Bima;Beras Premium;30/06/2026;4384;14900;
5206;Nusa Tenggara Barat;Kab. Bima;Beras Premium;29/06/2026;4384;14900;14500
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Merah Besar;30/06/2026;4385;;
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Merah Besar;29/06/2026;4385;;55000
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Merah Keriting;30/06/2026;4386;55000;
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Merah Keriting;29/06/2026;4386;55000;50000
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Rawit Merah;30/06/2026;4387;57000;
5206;Nusa Tenggara Barat;Kab. Bima;Cabai Rawit Merah;29/06/2026;4387;57000;50000
5206;Nusa Tenggara Barat;Kab. Bima;Daging Ayam Ras;30/06/2026;4388;40000;
5206;Nusa Tenggara Barat;Kab. Bima;Daging Ayam Ras;29/06/2026;4388;40000;45000
5206;Nusa Tenggara Barat;Kab. Bima;Daging Sapi Paha Belakang;30/06/2026;4389;140000;
5206;Nusa Tenggara Barat;Kab. Bima;Daging Sapi Paha Belakang;29/06/2026;4389;140000;120000
5206;Nusa Tenggara Barat;Kab. Bima;Garam Halus;30/06/2026;4390;;
5206;Nusa Tenggara Barat;Kab. Bima;Garam Halus;29/06/2026;4390;;10000
5206;Nusa Tenggara Barat;Kab. Bima;Gula Pasir Curah;30/06/2026;4391;17500;
5206;Nusa Tenggara Barat;Kab. Bima;Gula Pasir Curah;29/06/2026;4391;17500;19000
5206;Nusa Tenggara Barat;Kab. Bima;Minyak Goreng Sawit Curah;30/06/2026;4392;;
5206;Nusa Tenggara Barat;Kab. Bima;Minyak Goreng Sawit Curah;29/06/2026;4392;;23000
5206;Nusa Tenggara Barat;Kab. Bima;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4393;;
5206;Nusa Tenggara Barat;Kab. Bima;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4393;;25000
5206;Nusa Tenggara Barat;Kab. Bima;Minyakita;30/06/2026;4394;15700;
5206;Nusa Tenggara Barat;Kab. Bima;Minyakita;29/06/2026;4394;15700;15700
5206;Nusa Tenggara Barat;Kab. Bima;Telur Ayam Ras;30/06/2026;4395;30000;
5206;Nusa Tenggara Barat;Kab. Bima;Telur Ayam Ras;29/06/2026;4395;30000;30000
5206;Nusa Tenggara Barat;Kab. Bima;Tepung Terigu;30/06/2026;4396;;
5206;Nusa Tenggara Barat;Kab. Bima;Tepung Terigu;29/06/2026;4396;;13000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Bawang Merah;30/06/2026;4397;41500;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Bawang Merah;29/06/2026;4397;41500;45000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Bawang Putih Honan;30/06/2026;4398;38000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Bawang Putih Honan;29/06/2026;4398;38000;40000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Beras Medium;30/06/2026;4399;13500;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Beras Medium;29/06/2026;4399;13500;13500
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Beras Premium;30/06/2026;4400;14900;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Beras Premium;29/06/2026;4400;14900;14900
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Merah Besar;30/06/2026;4401;;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Merah Besar;29/06/2026;4401;;40000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Merah Keriting;30/06/2026;4402;55000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Merah Keriting;29/06/2026;4402;55000;54333,33
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Rawit Merah;30/06/2026;4403;57000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Cabai Rawit Merah;29/06/2026;4403;57000;45666,67
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Daging Ayam Ras;30/06/2026;4404;40000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Daging Ayam Ras;29/06/2026;4404;40000;43000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Daging Sapi Paha Belakang;30/06/2026;4405;140000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Daging Sapi Paha Belakang;29/06/2026;4405;140000;120000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Garam Halus;30/06/2026;4406;;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Garam Halus;29/06/2026;4406;;10833,33
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Gula Pasir Curah;30/06/2026;4407;17500;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Gula Pasir Curah;29/06/2026;4407;17500;19500
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyak Goreng Sawit Curah;30/06/2026;4408;;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyak Goreng Sawit Curah;29/06/2026;4408;;18000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4409;;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4409;;26000
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyakita;30/06/2026;4410;15700;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Minyakita;29/06/2026;4410;15700;15700
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Telur Ayam Ras;30/06/2026;4411;30000;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Telur Ayam Ras;29/06/2026;4411;30000;28666,67
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Tepung Terigu;30/06/2026;4412;;
5207;Nusa Tenggara Barat;Kab. Sumbawa Barat;Tepung Terigu;29/06/2026;4412;;11000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Bawang Merah;30/06/2026;4413;41500;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Bawang Merah;29/06/2026;4413;41500;45000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Bawang Putih Honan;30/06/2026;4414;38000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Bawang Putih Honan;29/06/2026;4414;38000;43333,33
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Beras Medium;30/06/2026;4415;13500;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Beras Medium;29/06/2026;4415;13500;13500
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Beras Premium;30/06/2026;4416;14900;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Beras Premium;29/06/2026;4416;14900;14500
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Merah Besar;30/06/2026;4417;;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Merah Besar;29/06/2026;4417;;38333,33
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Merah Keriting;30/06/2026;4418;55000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Merah Keriting;29/06/2026;4418;55000;46666,67
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Rawit Merah;30/06/2026;4419;57000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Cabai Rawit Merah;29/06/2026;4419;57000;50000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Daging Ayam Ras;30/06/2026;4420;40000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Daging Ayam Ras;29/06/2026;4420;40000;37333,33
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Daging Sapi Paha Belakang;30/06/2026;4421;140000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Daging Sapi Paha Belakang;29/06/2026;4421;140000;135000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Garam Halus;30/06/2026;4422;;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Garam Halus;29/06/2026;4422;;13333,33
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Gula Pasir Curah;30/06/2026;4423;17500;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Gula Pasir Curah;29/06/2026;4423;17500;19000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyak Goreng Sawit Curah;30/06/2026;4424;;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyak Goreng Sawit Curah;29/06/2026;4424;;21110,67
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4425;;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4425;;22000
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyakita;30/06/2026;4426;15700;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Minyakita;29/06/2026;4426;15700;15700
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Telur Ayam Ras;30/06/2026;4427;30000;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Telur Ayam Ras;29/06/2026;4427;30000;28088,33
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Tepung Terigu;30/06/2026;4428;;
5208;Nusa Tenggara Barat;Kab. Lombok Utara;Tepung Terigu;29/06/2026;4428;;13666,67
5271;Nusa Tenggara Barat;Kota Mataram;Bawang Merah;30/06/2026;4429;41500;27000
5271;Nusa Tenggara Barat;Kota Mataram;Bawang Merah;29/06/2026;4429;41500;30000
5271;Nusa Tenggara Barat;Kota Mataram;Bawang Putih Honan;30/06/2026;4430;38000;37000
5271;Nusa Tenggara Barat;Kota Mataram;Bawang Putih Honan;29/06/2026;4430;38000;37000
5271;Nusa Tenggara Barat;Kota Mataram;Beras Medium;30/06/2026;4431;13500;13000
5271;Nusa Tenggara Barat;Kota Mataram;Beras Medium;29/06/2026;4431;13500;13000
5271;Nusa Tenggara Barat;Kota Mataram;Beras Premium;30/06/2026;4432;14900;14775
5271;Nusa Tenggara Barat;Kota Mataram;Beras Premium;29/06/2026;4432;14900;14775
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Merah Besar;30/06/2026;4433;;18000
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Merah Besar;29/06/2026;4433;;21000
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Merah Keriting;30/06/2026;4434;55000;25000
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Merah Keriting;29/06/2026;4434;55000;30000
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Rawit Merah;30/06/2026;4435;57000;38000
5271;Nusa Tenggara Barat;Kota Mataram;Cabai Rawit Merah;29/06/2026;4435;57000;40000
5271;Nusa Tenggara Barat;Kota Mataram;Daging Ayam Ras;30/06/2026;4436;40000;32000
5271;Nusa Tenggara Barat;Kota Mataram;Daging Ayam Ras;29/06/2026;4436;40000;32000
5271;Nusa Tenggara Barat;Kota Mataram;Daging Sapi Paha Belakang;30/06/2026;4437;140000;145000
5271;Nusa Tenggara Barat;Kota Mataram;Daging Sapi Paha Belakang;29/06/2026;4437;140000;145000
5271;Nusa Tenggara Barat;Kota Mataram;Garam Halus;30/06/2026;4438;;10000
5271;Nusa Tenggara Barat;Kota Mataram;Garam Halus;29/06/2026;4438;;10000
5271;Nusa Tenggara Barat;Kota Mataram;Gula Pasir Curah;30/06/2026;4439;17500;19000
5271;Nusa Tenggara Barat;Kota Mataram;Gula Pasir Curah;29/06/2026;4439;17500;19000
5271;Nusa Tenggara Barat;Kota Mataram;Ikan Kembung;30/06/2026;4440;;40000
5271;Nusa Tenggara Barat;Kota Mataram;Ikan Kembung;29/06/2026;4440;;40000
5271;Nusa Tenggara Barat;Kota Mataram;Minyak Goreng Sawit Curah;30/06/2026;4441;;19200
5271;Nusa Tenggara Barat;Kota Mataram;Minyak Goreng Sawit Curah;29/06/2026;4441;;19200
5271;Nusa Tenggara Barat;Kota Mataram;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4442;;25000
5271;Nusa Tenggara Barat;Kota Mataram;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4442;;25000
5271;Nusa Tenggara Barat;Kota Mataram;Minyakita;30/06/2026;4443;15700;15700
5271;Nusa Tenggara Barat;Kota Mataram;Minyakita;29/06/2026;4443;15700;15700
5271;Nusa Tenggara Barat;Kota Mataram;Telur Ayam Ras;30/06/2026;4444;30000;27000
5271;Nusa Tenggara Barat;Kota Mataram;Telur Ayam Ras;29/06/2026;4444;30000;27000
5271;Nusa Tenggara Barat;Kota Mataram;Tepung Terigu;30/06/2026;4445;;15000
5271;Nusa Tenggara Barat;Kota Mataram;Tepung Terigu;29/06/2026;4445;;15000
5272;Nusa Tenggara Barat;Kota Bima;Bawang Merah;30/06/2026;4446;41500;
5272;Nusa Tenggara Barat;Kota Bima;Bawang Merah;29/06/2026;4446;41500;25000
5272;Nusa Tenggara Barat;Kota Bima;Bawang Putih Honan;30/06/2026;4447;38000;
5272;Nusa Tenggara Barat;Kota Bima;Bawang Putih Honan;29/06/2026;4447;38000;45000
5272;Nusa Tenggara Barat;Kota Bima;Beras Medium;30/06/2026;4448;13500;
5272;Nusa Tenggara Barat;Kota Bima;Beras Medium;29/06/2026;4448;13500;12000
5272;Nusa Tenggara Barat;Kota Bima;Beras Premium;30/06/2026;4449;14900;
5272;Nusa Tenggara Barat;Kota Bima;Beras Premium;29/06/2026;4449;14900;14350
5272;Nusa Tenggara Barat;Kota Bima;Cabai Merah Besar;30/06/2026;4450;;
5272;Nusa Tenggara Barat;Kota Bima;Cabai Merah Besar;29/06/2026;4450;;50000
5272;Nusa Tenggara Barat;Kota Bima;Cabai Merah Keriting;30/06/2026;4451;55000;
5272;Nusa Tenggara Barat;Kota Bima;Cabai Merah Keriting;29/06/2026;4451;55000;50000
5272;Nusa Tenggara Barat;Kota Bima;Cabai Rawit Merah;30/06/2026;4452;57000;
5272;Nusa Tenggara Barat;Kota Bima;Cabai Rawit Merah;29/06/2026;4452;57000;50000
5272;Nusa Tenggara Barat;Kota Bima;Daging Ayam Ras;30/06/2026;4453;40000;
5272;Nusa Tenggara Barat;Kota Bima;Daging Ayam Ras;29/06/2026;4453;40000;40000
5272;Nusa Tenggara Barat;Kota Bima;Daging Sapi Paha Belakang;30/06/2026;4454;140000;
5272;Nusa Tenggara Barat;Kota Bima;Daging Sapi Paha Belakang;29/06/2026;4454;140000;125000
5272;Nusa Tenggara Barat;Kota Bima;Garam Halus;30/06/2026;4455;;
5272;Nusa Tenggara Barat;Kota Bima;Garam Halus;29/06/2026;4455;;10000
5272;Nusa Tenggara Barat;Kota Bima;Gula Pasir Curah;30/06/2026;4456;17500;
5272;Nusa Tenggara Barat;Kota Bima;Gula Pasir Curah;29/06/2026;4456;17500;19000
5272;Nusa Tenggara Barat;Kota Bima;Minyak Goreng Sawit Curah;30/06/2026;4457;;
5272;Nusa Tenggara Barat;Kota Bima;Minyak Goreng Sawit Curah;29/06/2026;4457;;22000
5272;Nusa Tenggara Barat;Kota Bima;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4458;;
5272;Nusa Tenggara Barat;Kota Bima;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4458;;27000
5272;Nusa Tenggara Barat;Kota Bima;Minyakita;30/06/2026;4459;15700;
5272;Nusa Tenggara Barat;Kota Bima;Minyakita;29/06/2026;4459;15700;20000
5272;Nusa Tenggara Barat;Kota Bima;Telur Ayam Ras;30/06/2026;4460;30000;
5272;Nusa Tenggara Barat;Kota Bima;Telur Ayam Ras;29/06/2026;4460;30000;34000
5272;Nusa Tenggara Barat;Kota Bima;Tepung Terigu;30/06/2026;4461;;
5272;Nusa Tenggara Barat;Kota Bima;Tepung Terigu;29/06/2026;4461;;14000
5301;Nusa Tenggara Timur;Kab. Kupang;Bawang Merah;30/06/2026;4462;41500;
5301;Nusa Tenggara Timur;Kab. Kupang;Bawang Merah;29/06/2026;4462;41500;40000
5301;Nusa Tenggara Timur;Kab. Kupang;Bawang Putih Honan;30/06/2026;4463;38000;
5301;Nusa Tenggara Timur;Kab. Kupang;Bawang Putih Honan;29/06/2026;4463;38000;50000
5301;Nusa Tenggara Timur;Kab. Kupang;Beras Medium;30/06/2026;4464;14000;
5301;Nusa Tenggara Timur;Kab. Kupang;Beras Medium;29/06/2026;4464;14000;15000
5301;Nusa Tenggara Timur;Kab. Kupang;Beras Premium;30/06/2026;4465;15400;
5301;Nusa Tenggara Timur;Kab. Kupang;Beras Premium;29/06/2026;4465;15400;16000
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Merah Besar;30/06/2026;4466;;
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Merah Besar;29/06/2026;4466;;60000
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Merah Keriting;30/06/2026;4467;55000;
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Merah Keriting;29/06/2026;4467;55000;60000
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Rawit Merah;30/06/2026;4468;57000;
5301;Nusa Tenggara Timur;Kab. Kupang;Cabai Rawit Merah;29/06/2026;4468;57000;60000
5301;Nusa Tenggara Timur;Kab. Kupang;Daging Ayam Ras;30/06/2026;4469;40000;
5301;Nusa Tenggara Timur;Kab. Kupang;Daging Ayam Ras;29/06/2026;4469;40000;35000
5301;Nusa Tenggara Timur;Kab. Kupang;Daging Sapi Paha Belakang;30/06/2026;4470;140000;
5301;Nusa Tenggara Timur;Kab. Kupang;Daging Sapi Paha Belakang;29/06/2026;4470;140000;110000
5301;Nusa Tenggara Timur;Kab. Kupang;Garam Halus;30/06/2026;4471;;
5301;Nusa Tenggara Timur;Kab. Kupang;Garam Halus;29/06/2026;4471;;10000
5301;Nusa Tenggara Timur;Kab. Kupang;Gula Pasir Curah;30/06/2026;4472;17500;
5301;Nusa Tenggara Timur;Kab. Kupang;Gula Pasir Curah;29/06/2026;4472;17500;19000
5301;Nusa Tenggara Timur;Kab. Kupang;Ikan Kembung;30/06/2026;4473;;
5301;Nusa Tenggara Timur;Kab. Kupang;Ikan Kembung;29/06/2026;4473;;40000
5301;Nusa Tenggara Timur;Kab. Kupang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4474;;
5301;Nusa Tenggara Timur;Kab. Kupang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4474;;25000
5301;Nusa Tenggara Timur;Kab. Kupang;Minyakita;30/06/2026;4475;15700;
5301;Nusa Tenggara Timur;Kab. Kupang;Minyakita;29/06/2026;4475;15700;15700
5301;Nusa Tenggara Timur;Kab. Kupang;Telur Ayam Ras;30/06/2026;4476;30000;
5301;Nusa Tenggara Timur;Kab. Kupang;Telur Ayam Ras;29/06/2026;4476;30000;32333,33
5301;Nusa Tenggara Timur;Kab. Kupang;Tepung Terigu;30/06/2026;4477;;
5301;Nusa Tenggara Timur;Kab. Kupang;Tepung Terigu;29/06/2026;4477;;12000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Bawang Merah;30/06/2026;4478;41500;35000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Bawang Merah;29/06/2026;4478;41500;35000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Bawang Putih Honan;30/06/2026;4479;38000;50000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Bawang Putih Honan;29/06/2026;4479;38000;50000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Beras Medium;30/06/2026;4480;14000;16166,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Beras Medium;29/06/2026;4480;14000;16166,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Beras Premium;30/06/2026;4481;15400;16916,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Beras Premium;29/06/2026;4481;15400;16916,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Merah Besar;30/06/2026;4482;;50000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Merah Besar;29/06/2026;4482;;50000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Merah Keriting;30/06/2026;4483;55000;60000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Merah Keriting;29/06/2026;4483;55000;60000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Rawit Merah;30/06/2026;4484;57000;70000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Cabai Rawit Merah;29/06/2026;4484;57000;70000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Daging Ayam Ras;30/06/2026;4485;40000;54944,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Daging Ayam Ras;29/06/2026;4485;40000;54944,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Daging Sapi Paha Belakang;30/06/2026;4486;140000;100000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Daging Sapi Paha Belakang;29/06/2026;4486;140000;100000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Garam Halus;30/06/2026;4487;;10333,33
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Garam Halus;29/06/2026;4487;;10333,33
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Gula Pasir Curah;30/06/2026;4488;17500;18000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Gula Pasir Curah;29/06/2026;4488;17500;18000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Minyak Goreng Sawit Kemasan Premium;30/06/2026;4489;;26333,33
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Minyak Goreng Sawit Kemasan Premium;29/06/2026;4489;;26333,33
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Minyakita;30/06/2026;4490;15700;15700
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Minyakita;29/06/2026;4490;15700;15700
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Telur Ayam Ras;30/06/2026;4491;30000;24666,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Telur Ayam Ras;29/06/2026;4491;30000;24666,67
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Tepung Terigu;30/06/2026;4492;;12000
5302;Nusa Tenggara Timur;Kab. Timor Tengah Selatan;Tepung Terigu;29/06/2026;4492;;12000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Bawang Merah;30/06/2026;4493;41500;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Bawang Merah;29/06/2026;4493;41500;40000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Beras Medium;30/06/2026;4494;14000;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Beras Medium;29/06/2026;4494;14000;14000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Beras Premium;30/06/2026;4495;15400;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Beras Premium;29/06/2026;4495;15400;16000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Merah Besar;30/06/2026;4496;;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Merah Besar;29/06/2026;4496;;50000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Merah Keriting;30/06/2026;4497;55000;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Merah Keriting;29/06/2026;4497;55000;45000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Rawit Merah;30/06/2026;4498;57000;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Cabai Rawit Merah;29/06/2026;4498;57000;60000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Daging Ayam Ras;30/06/2026;4499;40000;
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Daging Ayam Ras;29/06/2026;4499;40000;60000
5303;Nusa Tenggara Timur;Kab. Timor Tengah Utara;Daging Sapi Paha Belakang;30/06/2026;4500;140000;
